explanation_id,project_id,risk_score,top_delay_driver,driver_contribution_pct,recommended_action
EXP-034407,PRJ-01708,29.8,Legal dispute,15.7,Escalate legal review
EXP-034408,PRJ-01319,10.0,Pending approvals,5.0,Continue routine monitoring
EXP-034409,PRJ-04358,10.4,Pending approvals,5.0,Continue routine monitoring
EXP-034410,PRJ-02163,16.9,Pending approvals,6.1,Escalate pending approval
EXP-034411,PRJ-02353,7.6,Pending approvals,5.0,Continue routine monitoring
EXP-034412,PRJ-04307,19.1,Compensation delay,9.7,Prioritize compensation processing
EXP-034413,PRJ-02132,15.8,Notification pending,5.0,Continue routine monitoring
EXP-034414,PRJ-03328,59.5,Legal dispute,21.0,Escalate legal review
EXP-034415,PRJ-03741,22.6,Stakeholder bottleneck,9.4,Continue routine monitoring
EXP-034416,PRJ-01160,8.1,Pending approvals,5.0,Continue routine monitoring
EXP-034417,PRJ-02936,7.9,Pending approvals,5.0,Continue routine monitoring
EXP-034418,PRJ-01923,6.9,Pending approvals,5.0,Continue routine monitoring
EXP-034419,PRJ-00820,34.4,Compensation delay,12.2,Prioritize compensation processing
EXP-034420,PRJ-04383,20.1,Rehabilitation delay,10.0,Accelerate rehabilitation workflow
EXP-034421,PRJ-01818,6.0,Pending approvals,5.0,Continue routine monitoring
EXP-034422,PRJ-02272,27.8,Compensation delay,13.7,Prioritize compensation processing
EXP-034423,PRJ-02082,11.9,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034424,PRJ-04057,18.4,Compensation delay,8.3,Prioritize compensation processing
EXP-034425,PRJ-04561,17.0,Rehabilitation delay,6.2,Accelerate rehabilitation workflow
EXP-034426,PRJ-00831,11.1,Pending approvals,5.0,Continue routine monitoring
EXP-034427,PRJ-00105,46.8,Incomplete documentation,20.3,Complete document verification
EXP-034428,PRJ-03515,21.0,Rehabilitation delay,7.0,Accelerate rehabilitation workflow
EXP-034429,PRJ-01847,16.8,Notification pending,5.4,Continue routine monitoring
EXP-034430,PRJ-01187,38.0,Pending approvals,13.5,Escalate pending approval
EXP-034431,PRJ-00525,30.5,Rehabilitation delay,13.3,Accelerate rehabilitation workflow
EXP-034432,PRJ-04469,15.8,Pending approvals,5.0,Escalate pending approval
EXP-034433,PRJ-03799,16.0,Pending approvals,5.0,Continue routine monitoring
EXP-034434,PRJ-01329,15.4,Notification pending,5.0,Continue routine monitoring
EXP-034435,PRJ-04691,11.3,Pending approvals,5.0,Continue routine monitoring
EXP-034436,PRJ-00384,20.2,Notification pending,7.6,Continue routine monitoring
EXP-034437,PRJ-03149,9.3,Pending approvals,5.0,Continue routine monitoring
EXP-034438,PRJ-01153,41.0,Compensation delay,13.0,Prioritize compensation processing
EXP-034439,PRJ-04547,14.5,Pending approvals,5.7,Continue routine monitoring
EXP-034440,PRJ-00570,43.2,Incomplete documentation,20.5,Complete document verification
EXP-034441,PRJ-04366,12.5,Pending approvals,6.1,Continue routine monitoring
EXP-034442,PRJ-03458,15.8,Notification pending,5.6,Continue routine monitoring
EXP-034443,PRJ-02197,14.6,Notification pending,5.0,Continue routine monitoring
EXP-034444,PRJ-04984,13.4,Pending approvals,5.3,Escalate pending approval
EXP-034445,PRJ-01597,14.3,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034446,PRJ-03068,12.3,Stakeholder bottleneck,5.9,Continue routine monitoring
EXP-034447,PRJ-02372,8.6,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034448,PRJ-00228,27.8,Compensation delay,7.6,Prioritize compensation processing
EXP-034449,PRJ-04139,8.0,Pending approvals,5.0,Continue routine monitoring
EXP-034450,PRJ-00202,6.1,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034451,PRJ-03016,21.5,Stakeholder bottleneck,6.4,Continue routine monitoring
EXP-034452,PRJ-03446,13.1,Pending approvals,5.0,Escalate pending approval
EXP-034453,PRJ-00541,32.5,Pending approvals,14.6,Escalate pending approval
EXP-034454,PRJ-03914,10.2,Pending approvals,5.0,Continue routine monitoring
EXP-034455,PRJ-04556,26.6,Incomplete documentation,9.1,Complete document verification
EXP-034456,PRJ-01918,13.5,Possession pending,6.1,Continue routine monitoring
EXP-034457,PRJ-01306,33.0,Compensation delay,16.5,Prioritize compensation processing
EXP-034458,PRJ-01607,33.2,Incomplete documentation,15.1,Complete document verification
EXP-034459,PRJ-01996,17.6,Pending approvals,5.0,Escalate pending approval
EXP-034460,PRJ-02777,8.4,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034461,PRJ-02995,22.3,Compensation delay,12.0,Prioritize compensation processing
EXP-034462,PRJ-03357,10.1,Pending approvals,5.0,Continue routine monitoring
EXP-034463,PRJ-03983,24.0,Compensation delay,11.3,Prioritize compensation processing
EXP-034464,PRJ-02738,20.9,Stakeholder bottleneck,11.5,Continue routine monitoring
EXP-034465,PRJ-03991,61.8,Compensation delay,22.5,Escalate legal review
EXP-034466,PRJ-04989,24.1,Pending approvals,11.5,Escalate pending approval
EXP-034467,PRJ-03457,16.9,Possession pending,7.4,Continue routine monitoring
EXP-034468,PRJ-02452,34.5,Legal dispute,15.2,Escalate legal review
EXP-034469,PRJ-01817,22.6,Possession pending,12.3,Continue routine monitoring
EXP-034470,PRJ-00827,25.3,Pending approvals,11.8,Prioritize compensation processing
EXP-034471,PRJ-00060,14.8,Pending approvals,5.0,Escalate pending approval
EXP-034472,PRJ-04073,18.3,Notification pending,6.6,Continue routine monitoring
EXP-034473,PRJ-04558,55.8,Compensation delay,19.4,Prioritize compensation processing
EXP-034474,PRJ-00991,14.7,Notification pending,7.3,Continue routine monitoring
EXP-034475,PRJ-02179,33.6,Incomplete documentation,12.7,Complete document verification
EXP-034476,PRJ-01725,13.2,Stakeholder bottleneck,6.5,Continue routine monitoring
EXP-034477,PRJ-04147,22.6,Compensation delay,11.0,Prioritize compensation processing
EXP-034478,PRJ-02075,36.9,Incomplete documentation,17.3,Complete document verification
EXP-034479,PRJ-01357,13.0,Pending approvals,5.5,Continue routine monitoring
EXP-034480,PRJ-03137,28.2,Compensation delay,14.9,Prioritize compensation processing
EXP-034481,PRJ-01179,11.4,Pending approvals,5.0,Continue routine monitoring
EXP-034482,PRJ-01483,11.4,Pending approvals,5.0,Continue routine monitoring
EXP-034483,PRJ-02518,19.3,Compensation delay,6.3,Prioritize compensation processing
EXP-034484,PRJ-02924,35.3,Compensation delay,10.9,Prioritize compensation processing
EXP-034485,PRJ-02832,12.2,Pending approvals,5.0,Continue routine monitoring
EXP-034486,PRJ-01141,16.2,Pending approvals,7.9,Continue routine monitoring
EXP-034487,PRJ-03318,12.8,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034488,PRJ-00397,18.0,Pending approvals,6.2,Continue routine monitoring
EXP-034489,PRJ-02690,10.7,Pending approvals,5.0,Escalate pending approval
EXP-034490,PRJ-00693,52.9,Compensation delay,19.2,Prioritize compensation processing
EXP-034491,PRJ-00293,12.6,Notification pending,6.6,Continue routine monitoring
EXP-034492,PRJ-00209,18.5,Rehabilitation delay,6.6,Accelerate rehabilitation workflow
EXP-034493,PRJ-03455,7.1,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-034494,PRJ-04589,30.4,Compensation delay,16.5,Prioritize compensation processing
EXP-034495,PRJ-02219,68.5,Pending approvals,33.7,Escalate legal review
EXP-034496,PRJ-04008,18.4,Stakeholder bottleneck,6.4,Continue routine monitoring
EXP-034497,PRJ-03179,50.3,Compensation delay,24.8,Prioritize compensation processing
EXP-034498,PRJ-04513,6.6,Pending approvals,5.0,Continue routine monitoring
EXP-034499,PRJ-00850,6.3,Pending approvals,5.0,Continue routine monitoring
EXP-034500,PRJ-01953,14.9,Pending approvals,6.9,Continue routine monitoring
EXP-034501,PRJ-01161,34.7,Compensation delay,8.7,Prioritize compensation processing
EXP-034502,PRJ-00265,7.7,Pending approvals,5.0,Continue routine monitoring
EXP-034503,PRJ-00479,37.0,Compensation delay,13.0,Prioritize compensation processing
EXP-034504,PRJ-03892,9.0,Pending approvals,5.0,Continue routine monitoring
EXP-034505,PRJ-02878,34.6,Compensation delay,18.1,Prioritize compensation processing
EXP-034506,PRJ-01580,23.3,Rehabilitation delay,12.7,Accelerate rehabilitation workflow
EXP-034507,PRJ-00163,23.0,Legal dispute,12.1,Escalate legal review
EXP-034508,PRJ-03245,12.8,Pending approvals,5.2,Escalate pending approval
EXP-034509,PRJ-04405,11.8,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034510,PRJ-04063,42.8,Pending approvals,23.2,Escalate legal review
EXP-034511,PRJ-03330,14.7,Stakeholder bottleneck,5.5,Continue routine monitoring
EXP-034512,PRJ-01764,25.7,Incomplete documentation,9.2,Complete document verification
EXP-034513,PRJ-04377,11.7,Pending approvals,5.2,Continue routine monitoring
EXP-034514,PRJ-04817,30.8,Rehabilitation delay,11.1,Accelerate rehabilitation workflow
EXP-034515,PRJ-00105,14.6,Possession pending,5.6,Continue routine monitoring
EXP-034516,PRJ-04246,10.4,Pending approvals,5.0,Continue routine monitoring
EXP-034517,PRJ-00878,33.5,Pending approvals,9.1,Escalate pending approval
EXP-034518,PRJ-00279,18.4,Notification pending,9.2,Continue routine monitoring
EXP-034519,PRJ-02736,30.2,Pending approvals,15.7,Escalate pending approval
EXP-034520,PRJ-00995,24.6,Compensation delay,12.3,Prioritize compensation processing
EXP-034521,PRJ-01147,15.2,Rehabilitation delay,5.8,Accelerate rehabilitation workflow
EXP-034522,PRJ-00864,16.5,Notification pending,6.1,Continue routine monitoring
EXP-034523,PRJ-04888,20.6,Stakeholder bottleneck,6.3,Continue routine monitoring
EXP-034524,PRJ-03026,18.4,Rehabilitation delay,7.3,Accelerate rehabilitation workflow
EXP-034525,PRJ-00243,58.6,Compensation delay,31.9,Prioritize compensation processing
EXP-034526,PRJ-02672,23.0,Incomplete documentation,7.5,Complete document verification
EXP-034527,PRJ-03183,38.1,Compensation delay,20.8,Prioritize compensation processing
EXP-034528,PRJ-04268,16.8,Rehabilitation delay,5.9,Accelerate rehabilitation workflow
EXP-034529,PRJ-02393,17.7,Stakeholder bottleneck,5.4,Continue routine monitoring
EXP-034530,PRJ-00600,19.3,Stakeholder bottleneck,6.8,Continue routine monitoring
EXP-034531,PRJ-01034,19.5,Stakeholder bottleneck,6.7,Continue routine monitoring
EXP-034532,PRJ-01662,18.0,Possession pending,5.5,Continue routine monitoring
EXP-034533,PRJ-04548,15.8,Compensation delay,5.4,Prioritize compensation processing
EXP-034534,PRJ-02824,6.9,Pending approvals,5.0,Continue routine monitoring
EXP-034535,PRJ-02942,13.5,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-034536,PRJ-03879,33.3,Compensation delay,10.0,Prioritize compensation processing
EXP-034537,PRJ-02517,28.1,Incomplete documentation,15.2,Complete document verification
EXP-034538,PRJ-00894,9.8,Pending approvals,5.0,Continue routine monitoring
EXP-034539,PRJ-04728,30.1,Legal dispute,9.4,Escalate legal review
EXP-034540,PRJ-04122,31.9,Compensation delay,15.7,Prioritize compensation processing
EXP-034541,PRJ-02870,7.2,Pending approvals,5.0,Continue routine monitoring
EXP-034542,PRJ-04539,9.8,Pending approvals,5.4,Continue routine monitoring
EXP-034543,PRJ-04837,4.1,Pending approvals,5.0,Continue routine monitoring
EXP-034544,PRJ-03173,28.0,Compensation delay,11.5,Prioritize compensation processing
EXP-034545,PRJ-02240,17.8,Notification pending,9.7,Continue routine monitoring
EXP-034546,PRJ-01726,17.0,Rehabilitation delay,5.4,Accelerate rehabilitation workflow
EXP-034547,PRJ-00121,14.4,Notification pending,6.7,Continue routine monitoring
EXP-034548,PRJ-00376,11.3,Pending approvals,5.0,Continue routine monitoring
EXP-034549,PRJ-04765,18.1,Rehabilitation delay,5.8,Accelerate rehabilitation workflow
EXP-034550,PRJ-03936,8.0,Pending approvals,5.0,Continue routine monitoring
EXP-034551,PRJ-04481,12.8,Notification pending,6.1,Continue routine monitoring
EXP-034552,PRJ-04144,34.1,Compensation delay,18.6,Prioritize compensation processing
EXP-034553,PRJ-01443,20.4,Rehabilitation delay,5.9,Accelerate rehabilitation workflow
EXP-034554,PRJ-02402,6.9,Pending approvals,5.0,Continue routine monitoring
EXP-034555,PRJ-00884,7.1,Pending approvals,5.0,Continue routine monitoring
EXP-034556,PRJ-03255,21.5,Incomplete documentation,6.9,Complete document verification
EXP-034557,PRJ-01976,19.3,Legal dispute,8.2,Escalate legal review
EXP-034558,PRJ-00887,42.7,Legal dispute,15.1,Escalate legal review
EXP-034559,PRJ-04906,41.6,Legal dispute,21.5,Escalate legal review
EXP-034560,PRJ-03790,22.5,Compensation delay,9.3,Prioritize compensation processing
EXP-034561,PRJ-00478,8.0,Pending approvals,5.0,Continue routine monitoring
EXP-034562,PRJ-01004,6.9,Pending approvals,5.0,Continue routine monitoring
EXP-034563,PRJ-04935,20.7,Compensation delay,6.6,Prioritize compensation processing
EXP-034564,PRJ-03783,12.1,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034565,PRJ-03439,34.4,Legal dispute,15.8,Escalate legal review
EXP-034566,PRJ-02751,20.2,Notification pending,9.3,Continue routine monitoring
EXP-034567,PRJ-04012,10.9,Pending approvals,5.0,Continue routine monitoring
EXP-034568,PRJ-02458,11.6,Pending approvals,5.0,Continue routine monitoring
EXP-034569,PRJ-04121,18.6,Pending approvals,5.6,Escalate pending approval
EXP-034570,PRJ-03948,21.4,Compensation delay,11.4,Prioritize compensation processing
EXP-034571,PRJ-03009,23.5,Pending approvals,9.0,Continue routine monitoring
EXP-034572,PRJ-04201,12.9,Pending approvals,5.0,Continue routine monitoring
EXP-034573,PRJ-03240,36.3,Legal dispute,19.8,Escalate legal review
EXP-034574,PRJ-02220,15.7,Pending approvals,5.5,Escalate pending approval
EXP-034575,PRJ-00824,19.7,Incomplete documentation,10.3,Complete document verification
EXP-034576,PRJ-00598,7.7,Pending approvals,5.0,Continue routine monitoring
EXP-034577,PRJ-00428,27.4,Legal dispute,9.1,Escalate legal review
EXP-034578,PRJ-03014,5.6,Pending approvals,5.0,Continue routine monitoring
EXP-034579,PRJ-01725,5.2,Pending approvals,5.0,Continue routine monitoring
EXP-034580,PRJ-04137,12.8,Pending approvals,5.0,Continue routine monitoring
EXP-034581,PRJ-00264,10.2,Pending approvals,5.6,Continue routine monitoring
EXP-034582,PRJ-02597,14.0,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034583,PRJ-00382,16.3,Possession pending,7.0,Continue routine monitoring
EXP-034584,PRJ-04735,22.8,Compensation delay,6.9,Prioritize compensation processing
EXP-034585,PRJ-04403,18.8,Compensation delay,9.1,Prioritize compensation processing
EXP-034586,PRJ-01983,17.8,Incomplete documentation,6.4,Complete document verification
EXP-034587,PRJ-03601,17.9,Pending approvals,9.7,Continue routine monitoring
EXP-034588,PRJ-04566,48.8,Pending approvals,12.2,Escalate legal review
EXP-034589,PRJ-03303,13.2,Pending approvals,6.2,Escalate pending approval
EXP-034590,PRJ-03378,10.3,Pending approvals,5.0,Continue routine monitoring
EXP-034591,PRJ-02984,12.3,Pending approvals,6.8,Continue routine monitoring
EXP-034592,PRJ-00479,11.6,Pending approvals,5.0,Continue routine monitoring
EXP-034593,PRJ-01851,33.4,Legal dispute,8.8,Escalate legal review
EXP-034594,PRJ-00531,10.6,Pending approvals,5.0,Continue routine monitoring
EXP-034595,PRJ-04128,16.4,Pending approvals,7.5,Continue routine monitoring
EXP-034596,PRJ-04271,32.5,Pending approvals,13.3,Prioritize compensation processing
EXP-034597,PRJ-00953,8.5,Pending approvals,5.0,Continue routine monitoring
EXP-034598,PRJ-03587,11.6,Pending approvals,6.0,Continue routine monitoring
EXP-034599,PRJ-01895,15.7,Pending approvals,6.9,Continue routine monitoring
EXP-034600,PRJ-03752,38.3,Legal dispute,13.0,Escalate legal review
EXP-034601,PRJ-02080,8.8,Pending approvals,5.0,Continue routine monitoring
EXP-034602,PRJ-04615,33.7,Compensation delay,17.1,Prioritize compensation processing
EXP-034603,PRJ-01922,54.9,Pending approvals,15.4,Escalate legal review
EXP-034604,PRJ-02565,26.4,Incomplete documentation,13.6,Complete document verification
EXP-034605,PRJ-00107,16.5,Incomplete documentation,5.0,Complete document verification
EXP-034606,PRJ-02888,17.2,Compensation delay,6.8,Prioritize compensation processing
EXP-034607,PRJ-01905,21.8,Incomplete documentation,8.9,Complete document verification
EXP-034608,PRJ-03718,52.4,Legal dispute,19.0,Escalate legal review
EXP-034609,PRJ-03912,15.8,Stakeholder bottleneck,7.1,Continue routine monitoring
EXP-034610,PRJ-02636,13.3,Notification pending,5.0,Continue routine monitoring
EXP-034611,PRJ-04648,17.7,Pending approvals,9.6,Escalate pending approval
EXP-034612,PRJ-02878,42.8,Compensation delay,19.3,Prioritize compensation processing
EXP-034613,PRJ-02373,17.3,Pending approvals,7.4,Continue routine monitoring
EXP-034614,PRJ-04131,11.1,Pending approvals,5.0,Continue routine monitoring
EXP-034615,PRJ-04066,21.0,Incomplete documentation,6.0,Complete document verification
EXP-034616,PRJ-01156,20.6,Incomplete documentation,10.4,Complete document verification
EXP-034617,PRJ-00014,22.6,Notification pending,7.2,Continue routine monitoring
EXP-034618,PRJ-04965,22.5,Notification pending,10.3,Continue routine monitoring
EXP-034619,PRJ-01029,34.0,Incomplete documentation,8.5,Complete document verification
EXP-034620,PRJ-03580,14.3,Pending approvals,6.4,Escalate pending approval
EXP-034621,PRJ-02223,11.3,Pending approvals,5.0,Continue routine monitoring
EXP-034622,PRJ-02932,46.9,Compensation delay,22.4,Prioritize compensation processing
EXP-034623,PRJ-03566,4.1,Pending approvals,5.0,Continue routine monitoring
EXP-034624,PRJ-00020,12.6,Stakeholder bottleneck,6.3,Continue routine monitoring
EXP-034625,PRJ-03291,39.3,Compensation delay,11.5,Prioritize compensation processing
EXP-034626,PRJ-04998,13.7,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034627,PRJ-04156,35.5,Compensation delay,17.8,Escalate legal review
EXP-034628,PRJ-00571,20.2,Compensation delay,10.9,Prioritize compensation processing
EXP-034629,PRJ-03219,25.2,Compensation delay,12.2,Prioritize compensation processing
EXP-034630,PRJ-00222,8.6,Pending approvals,5.0,Continue routine monitoring
EXP-034631,PRJ-04366,16.9,Incomplete documentation,6.0,Complete document verification
EXP-034632,PRJ-00817,19.7,Pending approvals,6.7,Continue routine monitoring
EXP-034633,PRJ-03978,60.8,Pending approvals,30.3,Escalate legal review
EXP-034634,PRJ-00285,15.2,Pending approvals,5.0,Continue routine monitoring
EXP-034635,PRJ-03325,10.7,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-034636,PRJ-02921,10.2,Pending approvals,5.0,Continue routine monitoring
EXP-034637,PRJ-01070,13.8,Pending approvals,5.4,Continue routine monitoring
EXP-034638,PRJ-00222,30.1,Legal dispute,11.8,Escalate legal review
EXP-034639,PRJ-04026,18.1,Possession pending,7.8,Continue routine monitoring
EXP-034640,PRJ-01188,15.1,Notification pending,5.2,Continue routine monitoring
EXP-034641,PRJ-01499,67.2,Pending approvals,26.8,Escalate legal review
EXP-034642,PRJ-01928,24.8,Notification pending,10.2,Continue routine monitoring
EXP-034643,PRJ-04838,21.8,Incomplete documentation,8.1,Complete document verification
EXP-034644,PRJ-04203,7.2,Pending approvals,5.0,Continue routine monitoring
EXP-034645,PRJ-02984,12.4,Possession pending,5.0,Continue routine monitoring
EXP-034646,PRJ-03089,17.7,Stakeholder bottleneck,5.8,Continue routine monitoring
EXP-034647,PRJ-03235,6.0,Pending approvals,5.0,Continue routine monitoring
EXP-034648,PRJ-00826,12.7,Pending approvals,6.3,Continue routine monitoring
EXP-034649,PRJ-00729,11.3,Pending approvals,5.0,Continue routine monitoring
EXP-034650,PRJ-02139,25.2,Legal dispute,11.3,Escalate legal review
EXP-034651,PRJ-00575,17.8,Pending approvals,7.8,Escalate pending approval
EXP-034652,PRJ-00615,11.1,Pending approvals,5.3,Continue routine monitoring
EXP-034653,PRJ-00634,47.2,Legal dispute,14.0,Escalate legal review
EXP-034654,PRJ-03162,44.6,Legal dispute,13.5,Escalate legal review
EXP-034655,PRJ-03780,68.9,Pending approvals,20.1,Escalate legal review
EXP-034656,PRJ-04513,16.4,Pending approvals,8.3,Escalate pending approval
EXP-034657,PRJ-00231,10.4,Pending approvals,5.2,Continue routine monitoring
EXP-034658,PRJ-02417,36.8,Pending approvals,15.8,Complete document verification
EXP-034659,PRJ-01454,21.5,Legal dispute,11.6,Escalate legal review
EXP-034660,PRJ-00847,12.6,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-034661,PRJ-01727,1.8,Pending approvals,5.0,Continue routine monitoring
EXP-034662,PRJ-00885,14.2,Pending approvals,6.5,Continue routine monitoring
EXP-034663,PRJ-04310,20.3,Incomplete documentation,6.6,Complete document verification
EXP-034664,PRJ-02350,14.4,Pending approvals,5.0,Continue routine monitoring
EXP-034665,PRJ-02199,14.2,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-034666,PRJ-03594,16.0,Pending approvals,6.6,Continue routine monitoring
EXP-034667,PRJ-03155,45.7,Pending approvals,14.7,Prioritize compensation processing
EXP-034668,PRJ-03391,16.5,Pending approvals,5.0,Escalate pending approval
EXP-034669,PRJ-03827,25.9,Notification pending,7.5,Continue routine monitoring
EXP-034670,PRJ-00135,19.7,Incomplete documentation,5.6,Complete document verification
EXP-034671,PRJ-00841,45.8,Compensation delay,24.7,Prioritize compensation processing
EXP-034672,PRJ-02959,19.1,Stakeholder bottleneck,10.2,Continue routine monitoring
EXP-034673,PRJ-03917,21.0,Incomplete documentation,7.4,Complete document verification
EXP-034674,PRJ-01376,12.3,Pending approvals,5.2,Continue routine monitoring
EXP-034675,PRJ-02631,15.6,Notification pending,6.4,Continue routine monitoring
EXP-034676,PRJ-01953,31.4,Legal dispute,9.3,Escalate legal review
EXP-034677,PRJ-04080,10.0,Pending approvals,5.0,Continue routine monitoring
EXP-034678,PRJ-00267,8.3,Pending approvals,5.0,Continue routine monitoring
EXP-034679,PRJ-01883,5.5,Pending approvals,5.0,Continue routine monitoring
EXP-034680,PRJ-01896,16.8,Stakeholder bottleneck,6.6,Continue routine monitoring
EXP-034681,PRJ-02410,39.7,Legal dispute,14.5,Escalate legal review
EXP-034682,PRJ-02947,6.6,Pending approvals,5.0,Continue routine monitoring
EXP-034683,PRJ-03171,16.4,Incomplete documentation,5.0,Complete document verification
EXP-034684,PRJ-01922,12.1,Stakeholder bottleneck,6.2,Continue routine monitoring
EXP-034685,PRJ-04297,12.1,Pending approvals,5.0,Continue routine monitoring
EXP-034686,PRJ-04151,16.9,Pending approvals,7.3,Continue routine monitoring
EXP-034687,PRJ-00943,20.2,Stakeholder bottleneck,6.4,Continue routine monitoring
EXP-034688,PRJ-01006,41.4,Pending approvals,13.1,Prioritize compensation processing
EXP-034689,PRJ-02451,11.6,Pending approvals,5.0,Continue routine monitoring
EXP-034690,PRJ-04568,10.7,Pending approvals,5.0,Continue routine monitoring
EXP-034691,PRJ-01266,17.1,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-034692,PRJ-04672,23.8,Rehabilitation delay,6.8,Accelerate rehabilitation workflow
EXP-034693,PRJ-04730,38.7,Compensation delay,14.7,Prioritize compensation processing
EXP-034694,PRJ-04833,21.7,Pending approvals,6.1,Escalate pending approval
EXP-034695,PRJ-00244,11.3,Pending approvals,5.0,Continue routine monitoring
EXP-034696,PRJ-02200,10.0,Pending approvals,5.0,Continue routine monitoring
EXP-034697,PRJ-03840,7.6,Pending approvals,5.0,Continue routine monitoring
EXP-034698,PRJ-03854,29.3,Compensation delay,8.8,Prioritize compensation processing
EXP-034699,PRJ-02862,12.4,Notification pending,6.1,Continue routine monitoring
EXP-034700,PRJ-01762,20.8,Compensation delay,10.8,Prioritize compensation processing
EXP-034701,PRJ-00608,23.2,Incomplete documentation,8.0,Complete document verification
EXP-034702,PRJ-03969,17.3,Pending approvals,9.0,Escalate pending approval
EXP-034703,PRJ-01623,21.4,Rehabilitation delay,9.8,Accelerate rehabilitation workflow
EXP-034704,PRJ-04366,22.5,Rehabilitation delay,11.9,Accelerate rehabilitation workflow
EXP-034705,PRJ-01609,14.7,Possession pending,5.0,Continue routine monitoring
EXP-034706,PRJ-02347,11.8,Pending approvals,5.9,Continue routine monitoring
EXP-034707,PRJ-02829,9.9,Notification pending,5.0,Continue routine monitoring
EXP-034708,PRJ-03350,39.4,Compensation delay,19.1,Prioritize compensation processing
EXP-034709,PRJ-04224,10.4,Pending approvals,5.7,Continue routine monitoring
EXP-034710,PRJ-01584,43.8,Pending approvals,19.6,Escalate legal review
EXP-034711,PRJ-04545,9.5,Pending approvals,5.1,Continue routine monitoring
EXP-034712,PRJ-03943,23.9,Pending approvals,12.6,Escalate pending approval
EXP-034713,PRJ-00005,13.4,Pending approvals,5.0,Continue routine monitoring
EXP-034714,PRJ-00846,4.1,Pending approvals,5.0,Continue routine monitoring
EXP-034715,PRJ-03199,8.5,Pending approvals,5.0,Continue routine monitoring
EXP-034716,PRJ-03373,15.5,Rehabilitation delay,5.4,Accelerate rehabilitation workflow
EXP-034717,PRJ-04039,62.8,Compensation delay,31.9,Escalate legal review
EXP-034718,PRJ-04842,41.1,Compensation delay,20.6,Escalate legal review
EXP-034719,PRJ-03319,44.8,Compensation delay,14.7,Prioritize compensation processing
EXP-034720,PRJ-02394,44.1,Legal dispute,22.2,Escalate legal review
EXP-034721,PRJ-00797,10.0,Pending approvals,5.0,Continue routine monitoring
EXP-034722,PRJ-02532,27.1,Compensation delay,8.6,Prioritize compensation processing
EXP-034723,PRJ-03241,21.6,Notification pending,6.2,Continue routine monitoring
EXP-034724,PRJ-00673,39.1,Pending approvals,15.6,Complete document verification
EXP-034725,PRJ-01784,8.8,Pending approvals,5.0,Continue routine monitoring
EXP-034726,PRJ-04896,17.1,Rehabilitation delay,7.4,Accelerate rehabilitation workflow
EXP-034727,PRJ-02011,19.6,Pending approvals,7.1,Escalate pending approval
EXP-034728,PRJ-00113,10.7,Possession pending,5.3,Continue routine monitoring
EXP-034729,PRJ-02028,37.8,Legal dispute,14.7,Escalate legal review
EXP-034730,PRJ-03066,14.4,Notification pending,5.6,Continue routine monitoring
EXP-034731,PRJ-03590,9.5,Pending approvals,5.0,Continue routine monitoring
EXP-034732,PRJ-04350,7.7,Pending approvals,5.0,Continue routine monitoring
EXP-034733,PRJ-00192,8.9,Pending approvals,5.0,Continue routine monitoring
EXP-034734,PRJ-00223,13.1,Stakeholder bottleneck,6.2,Continue routine monitoring
EXP-034735,PRJ-00501,10.3,Pending approvals,5.0,Continue routine monitoring
EXP-034736,PRJ-01562,21.0,Notification pending,10.1,Continue routine monitoring
EXP-034737,PRJ-00734,16.9,Compensation delay,5.0,Prioritize compensation processing
EXP-034738,PRJ-04231,7.7,Pending approvals,5.0,Continue routine monitoring
EXP-034739,PRJ-02953,13.0,Pending approvals,6.0,Continue routine monitoring
EXP-034740,PRJ-04467,13.7,Notification pending,5.0,Continue routine monitoring
EXP-034741,PRJ-00280,39.0,Compensation delay,15.4,Prioritize compensation processing
EXP-034742,PRJ-01067,13.3,Pending approvals,5.3,Continue routine monitoring
EXP-034743,PRJ-02326,21.1,Rehabilitation delay,8.9,Accelerate rehabilitation workflow
EXP-034744,PRJ-00646,28.5,Rehabilitation delay,7.2,Accelerate rehabilitation workflow
EXP-034745,PRJ-04242,33.2,Incomplete documentation,11.3,Complete document verification
EXP-034746,PRJ-02600,24.6,Rehabilitation delay,8.7,Accelerate rehabilitation workflow
EXP-034747,PRJ-02551,8.1,Pending approvals,5.0,Continue routine monitoring
EXP-034748,PRJ-02625,10.8,Pending approvals,5.0,Continue routine monitoring
